What is your Vassal handle?,What is your Discord name (User#0000)?,Paste your new YASB Squad link here:,
Gabriel Dennis,6801,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z280X234W32W89W2W109Y341XWWWWY273XWW200W&sn=Gabriel%20Dennis%20JTO&obs=,
silverededge,silverededge#3582,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z179X119W249W165Y168XW13WWW165W162Y206XWWW86WWWY395X119WWW&sn=Mark%20Argente%20%5BJTO%5D&obs=,
Ben Worth,#8358,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z55XWWY17XWWWWW235WWY26XWW136WW105WW88Y59XW19WW&sn=Ben%20Worth%20JTO&obs=,
missileaway,missileaway,"https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z271X127WW102WY388X116WWY258XWW175W186WWY377XWWW94WWWY379XW242WWWW&sn=Ben%20McCarty%20JTO%20squad&obs=coreasteroid0,yt2400debris2,gascloud1",
Mr. Al,Mr. Al#9017,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z143XWWWWY115XW135W10WWWW164WY131XWWWWWY90X133WW59WWWWW&sn=Mr.%20Al%20JTO&obs=gascloud3,gascloud4,gascloud5",
Lannes 10,Lannes #9142,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z125XW47W95W92WW160Y140XWW30WW94WY133XW165W99Y398XWWW&sn=Quad%20Scum%20JTO&obs=,
Old Man Sam,Mordax (8472),https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z285XW318W101WWWY238X177WWWWWW111WY281XWW54WWW12WW&sn=Samuel%20Moorhead%20JTO&obs=,
mission18,mission18 (User#8205),https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z397XW177W100W88W240W165Y286X206W134W100Y289XWW183WWWWW&sn=mission18%20JTO&obs=,
DeDeKale,DeDeKale #4609,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z318XW101W105Y314X199WW201WY365XWWWWWWY322XWWW135&sn=DeDeKale%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
Bradley Ho,Pandarchon#2264,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z72X125WWW4W167Y63X134W111W138W19W59WW76W148Y69XW46WWW&sn=Bradley%20Ho%20JTO&obs=gascloud1,gascloud2,gascloud3",
AndreasT,Calitoolman,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z363XW134WWWWY338XW136WWWWY273XWW200WY319XW&sn=Andreas%20Tolman%20JTO&obs=,
RecklessKat,RecklessKat#8144,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z203X118W134W311W101WW235W68WY181X124W164WY179X126W106W165&sn=Katherine%20CR%20JTO&obs=,
RogueBlaster2400,RogueBlaster2400 (Anthony)#4105,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z397XWWW88WW247Y384X319W202W102W166Y290XWY381X181WWW&sn=RogueBlaster2400%20JTO&obs=,
Red-FISH-,Red-FISH- (#2788),https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z313XWW200WY323XW233W135Y322X115WWW136Y340X133WWWW226W&sn=Zach%20Mertens%20JTO&obs=,
Raph,Raph#2034,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z45XWWWWWWY21XWWWWY18XWWW81W46WWW&sn=Carson%20Hopper%20JTO&obs=,
YellowJacketPym,YellowJacketPym#6855,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z43XW102WW23W52W110W166W154Y14XWY21XWWWW&sn=Lando%20and%20the%20Boys&obs=,
JBark,Joe B#7837,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z302XWY110XWW48WW110WY249XWY158XWWWY90XW311WWWWWW&sn=JBark%20-%20Jank%20Tourney&obs=,
@boulton,Bozzer#3700,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z225X133W109Y186X26WW165Y219XWY218XWY189XWW311WWW&sn=Alex%20Boulton%20JTO&obs=,
Isophane,Isophane (daniel lim)#7272,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z50XWWY55XWWY69XWWWWY61XWWWW58WW110WW&sn=Daniel%20Lim%20JTO&obs=,
Hunter Borys,hnnyborbor (#3850),https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z20X134W99WWWW235WWY12XWWWWW142Y58XWWWY55XW99W&sn=Hunter%20Borys%20JTO&obs=,
Ross,vetamur#1162,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z249X256WY120XW98W93WW108WY150X115W113WW236WY112X126W45WWWWW&sn=ross.jank&obs=,
Spoon11fas,Jonas Th’por#9183,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z24XW134W5W105Y14XWY73XW112W232WWWW313Y48XWW46WWW&sn=John%20Witherspoon%20JTO&obs=coreasteroid4,coreasteroid5,core2asteroid5",
Ben,User#6300,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z46XW70WWWWY61XWWWW58WWWWY44XWWWWWWW&sn=Ben%20Harding%20JTO&obs=,
CaptainSebastian,CaptainSebastian#1709,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z387X126W122W102WY345X125W186W230WY347XWWW243WWWY252XWW109W175WW171W100&sn=Turret%20Outmaneuver%3F%20Is%20that...Legal%3F&obs=,
cmoney,cmoney#3209,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z381X117W186WW165Y397X133W178W99W86W112WY235XWWY268XW&sn=cmoney%20JTO&obs=gascloud4,gascloud5,gascloud6",
tomasz,szyszaka#4608,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z196XW111W232W100Y191XWWW99WW235WWY225XW&sn=tomasz%20szyszka%20JTO&obs=,
defkhan1,Hasan#3327,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z207XWW97WWW70WWY166X113WWWW110WY224XWY173XWWW105&sn=Hasan%20Khan%20JTO&obs=,
GoldenTiger5,GoldenTiger5#1778,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z344XW223WW229Y343XW208WY357X127W133Y353X116Y310X100WW&sn=Chandler%20Ha-%20JTO&obs=,
Greg Smith,unclepatchie (user#5608) ,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z67X72WWWW167Y23XWWWWY27XW138WW7WWWY3XWW2WW142&sn=Unnamed%20Squadron&obs=,
Travis,Travis W#2268,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z121XWW93WWWY230X48WWWWW156Y85XW138WWWWWWY120XWWWWW&sn=William%20Wooldridge%20JTO&obs=,
Willhaigwood ,Killerbeardhawk #0037,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z289XWW53W183WW232WWY290X177WY397XWW101WWWY259XWW182WW&sn=Willhaigwood%20jto&obs=,
Ryan Costello,TheManchiken,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z266XWWY283XWWWY386X186WWY384XWWW&sn=Ryan%20Costello%20JTO&obs=,
Nic Harris,Nic Firecast#5648,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X256WWWY385XW202W99WW113WY286XWWY242XWWW182WW&sn=Nic%20Harris%20JTO&obs=gascloud1,gascloud2,gascloud3",
throwdownhorton,throwdownhorton #0463,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z198XWWY213XWWY176XWWY193XW234WWWW69WW&sn=Aaron%20Pa_%20JTO&obs=,
Korp Reideick,Korp Reideick (User #1940),"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z201X126W114WW108Y181X126WWY183XWWWY176XWW105&sn=Korp%20Reideick%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
Noah Hallett,TROGDOR#7623,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102XY112XWWW91WWW156Y159XWWY120X126WWWWWY159XWW&sn=Noah%20Hallett%20JTO&obs=coreasteroid0,coreasteroid1,coreasteroid2",
Scott Collins,Burning_Stick.exe#1138,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z195X256W240W232WY169X199W240WY162X133WWW100WW144W&sn=Scott%20Collins%20JTO&obs=,
Dom,Dom_88#8162,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z281XWW180WWW11W113WY288XWW179WWWWW166Y383X181WWW&sn=Angry%20Kylo&obs=,
evcameron,evcameron#5354,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z341X134W32W227WWY314X74W5W200WY316XW311WY320XWW&sn=Evan%20Cameron%20JTO&obs=,
FlyingKiwi,flyingkiwi#3739,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z89XW311W48WWW95WW152Y400X134WW43WWWWY110XWWWWWY248XW&sn=David%20Rowley%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
Matt,machommcan#6185,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z80XWWWW3WY69XWWWWY36XWW54WWW140Y60XWW&sn=Matt%20Ca-%20JTO&obs=,
afishisborn,afishisborn#6166,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z286XW234WY381X124WWW166Y386X178WW102&sn=Nick%20Miller%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
K-Rock,Kris Erickson #4082,"https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z245XW99W173WWWWWY380XW205WW104WW315Y351XW206WWWWW312WY377XWWWWWW&sn=Kris%20Erickson%20(JTO)&obs=gascloud3,gascloud4,gascloud5",
Katahdin44,Katahdin44,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z89X121W102W30WW83WW106W152Y135X116WWY138XW232Y398XWWW164Y94X127WW&sn=Sam%20McLain%20JTO&obs=,
therockercrocker,Swampy,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z88XWW79W9WWWY93XWWY81XW112WWW317WWW151Y85X124W137WWWW70WW&sn=Ryan%20Crocker%20JTO&obs=,
Reckless,Nelly#5010,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z322XW240W226W234Y280XW37WWWY317X127WW249Y331XW240W214W&sn=David%20Chabot%20JTO&obs=,
Rorer ,Rorer#3589,"https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z352XW13W135W192WWWY379X100WW310WWW315Y250X113W177WWWWWWY257XWWW175WWW&sn=Rory%20Wilson%20JTO&obs=coreasteroid1,coreasteroid2,coreasteroid3",
ketchupman,ketchupman#3639,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z120XWW93WWWY150XWWWW163WY94X127WWY141XWWWW106Y133XWW&sn=Joe%20Detchemendy%20JTO&obs=coreasteroid5,gascloud2,gascloud5",
andy steel,steelwraith#5209,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z349XW178WWY352XWW234WWWWY377X132WWWWWWY246XW102WWW187WWW&sn=andy%20steel%20JTO&obs=core2asteroid0,
Runningtargetnz ,Runningtargetnz ,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z363X138WWWWWY276XW213WWY341XWWWWY318XWWY322XWWW&sn=Runningtargetnz%20(JTO)&obs=coreasteroid0,core2asteroid0,core2asteroid2",
Kriegzilla,Kriegzilla#6356,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z344X126W222WW229Y343X224WWY335XW10W136W59WWWW216WY326XWW70WW&sn=Ian%20Campbell%20JTO&obs=,
muska4783,Josh Addington#0119,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z142XW16WWWY100X122W134Y159X100WWY247X121WY146XWWWWWW&sn=Josh%20Addington%20JTO&obs=,
SirDunkirk,SirDunkirk#6273,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z122XWWW166WY249X121WY118X234WWWWWWY93XWWY140XWWW70WW&sn=Zach%20Righetti%20JTO&obs=,
Phill0091,#8108,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242XW178W102WW113W164Y264X133W186WY283XW186WWY267XW178W&sn=Phillip%20Pond%20JTO&obs=,
cubsfan4life ,cubsfan4life,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z356XWY308XW207W229Y325XW71WW165W237Y326X135W224WWW237Y337XWW&sn=cubsfan4life%20jank%20tank%20squad&obs=,
Cradossk,Cradossk#7116,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z340X133W134WW227W4W236Y341X134WWW214W166Y275XW2W201W105&sn=Michael%20King%20JTO&obs=gascloud4,gascloud5,gascloud6",
CatherineNyxsera,Nyxsera / Areum / Catherine #9529,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z397X118WW99WW240WY238XWW194WWWWWY251X206WWWWW10WW&sn=CatherineNyxsera%20JTO&obs=,
Nemes Balázs,ZombiMokus#3097,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z380X102W197W94W109W104W315Y270X123W124W98WY245X256WW173W191WWWW193&sn=Nemes%20Bal%C3%A1zs%20JTO&obs=,
Biggsy,Bigg54,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242XWWWWW166Y243XWWW182WW106Y266XWWY288XWWWWWWW&sn=Nick%20Allard%20JTO&obs=,
Jeff Mc,#8987,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321X102WY314X73W6W200WY332X123W112W241W234Y363X138WWW2WW&sn=Jeff%20McClain%20JTO&obs=coreasteroid2,coreasteroid3,coreasteroid5",
Paul Owen,Full On (#3851),https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z181X128WWY190X137W102WWWY186XW14W109Y224XWY178XW311W&sn=Paul%20Owen%20JTO&obs=,
Bizze,Bizze #3009,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z51X126W122WY25XW138WWWW316W90Y46XW71WW105WWY38XWWWWW140&sn=Johan%20Bisenius%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
Beautifulleif ,Usualleif ,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z12XW122WWW164W142Y73XWW12WW135WW313Y67X73WW166WWY53X256W&sn=Leif%20Tangstad%20jto&obs=,
Cory Noel,Cory#9783,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z360XW138W136W76W5WW236Y332X117WWW135Y323XW4W136Y316XWW108&sn=Cory%20Noel%20JTO&obs=coreasteroid5,yt2400debris0,core2asteroid5",
Minishe,User#9729,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z90XW102WWWWWWY108XWWWWWWY126X132WWWWW160&sn=Jacqueline%20Mitchell%20JTO&obs=,
Ian,Daith#8485,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z43XWW90W52WW236WWY21XW111WWWY56XWW&sn=Ian%20Becker%20JTO&obs=,
roshow,roshow#7011,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z182XWY395X116WW71WY192X114W135W98W102WW317WWY166XWW14WWW&sn=Rolando%20Garcia%20JTO&obs=,
desco34_NES,desco34#8474,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z320X127W99W164Y313XW6W201W164Y364X118W137W135WW6WWY318XWW&sn=Marco%20de%20Scordilli%20Jank%20Squad&obs=,
Stormalong,Stormalong#7810,"https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z345X132W178WWY348XWWY300X117WW99W186Y347XW232WW244WWWY379XWW310WWW&sn=Thomas%20Wittenberg%20JTO&obs=gascloud1,gascloud4,gascloud6",
Eruletho,Eruletho #9471,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z331X116WW241W234Y339XWW88WW247Y322XWWW136Y316XWW&sn=Eruletho%20JTO&obs=coreasteroid5,yt2400debris2,core2asteroid5",
bjmorrissey,Brendan Morrissey #2102,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z397X126WW102WWWY268XWY281XWW183WWWWW166Y266X126W177W&sn=Brendan%20Morrissey%20JTO&obs=coreasteroid2,coreasteroid5,core2asteroid3",
JBeck,CrayolaCarl#8143,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z271X122WW98W206Y380X102W4W310W108W106W315Y252X127W197W215W175WW171WY350XW178W54W&sn=Jared%20Becker%20JTO&obs=,
thelogicdump,thelogicdump#3127,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z348XWWY258XWW175WWWY244XWW191W192W174WWWY300XWWW206&sn=Tim%20Horsburgh%20JTO&obs=,
DAG Ken,RicoMcVain,"https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z307XW108W229Y326X234WW316WW237Y358X131WY311X98WW236Y343X101WW&sn=Kenneth%20Scher%20JTO&obs=coreasteroid3,core2asteroid4,gascloud2",
JonBabcock,Babs#3769,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259XWWWWY251X318W185W184WWW232WWY382X319W178WW&sn=Jon%20Babcock%20JTO&obs=,
No Pickles ,Des Darklighter,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z275XWWWY313XWW200WY321X101WY363XWWWWWY342XWW53WWW&sn=Janky%20Jedi&obs=,
Merrick,Frenzy#0680,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z162X126W114W135WW108W144WY186X49WWY183XWWWY188X256W138W102WWW&sn=Merrick%20Kemp%20JTO&obs=,
Johnn Crane,Johnn#9481,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z290XW164Y251X318W206WW183WW232W113WY286XWWY269XW&sn=Johnn%20Crane%20JTO&obs=gascloud1,gascloud4,gascloud5",
PorgLeader,PorgLeader (#5484),https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z141X206W37WWWY147XW240WWW163WY151XWWWY93XW61W&sn=Eric%20Small%20JTO&obs=,
FanKiyoshi,FanKiyoshi#7460,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z293XWW53W187WW70WWY346XWWW54WW190W106Y257XWWW175WWWY349XWWW&sn=Fan%20Kiyoshi%20JTO&obs=,
NaKoaLani,NaKoaLani,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z209X122W82W68WY215X124W234W60W61WWW317WW147Y228X&sn=Jonathan%20Goeres%20JTO&obs=coreasteroid3,coreasteroid4,coreasteroid5",
Punkheadphones,Punkheadphones#2961,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z18X234W102WWWW317W71WY46XWWW164WW156Y50XWWY49XWWWW&sn=Nathaniel%20Moore%20JTO&obs=,
GlaDos,GlaDos,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z263X181WWY288X186WW183W30WW13WWY261X206WY384XWW102W165&sn=Eric%20Maynard%20JTO&obs=,
GamblerTuba,GamblerTuba#9716,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z75XW113W13W12WW106W313Y62XW111WW137W21W314WW90W148Y55X132WW&sn=PeterRoseJTO&obs=coreasteroid3,core2asteroid3,core2asteroid4",
ChunkyWeevil,ChunkyWeevil,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z292XWW246WWW316WWY351XWWWWWWWY349XWWWY346XWWW191WWWY380XWWWWW&sn=Cailean%20Pritchard%20JTO&obs=,
OmegaLeader,EbutKnil#1305,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z261XW164Y382X132WWW236Y235X131WWY259X177WWWWY263XWW&sn=Christopher%20Spenner%20JTO&obs=,
Jek,Jek#3618,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z190XW101WWW166Y203XW234WWWW71WWY211X124WW70W165Y164X240W135WWW139WW&sn=Matt%20Latall%20JTO&obs=coreasteroid5,yt2400debris0,yt2400debris1",
Dundenman,Macr_Windu#0321,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z361X138W234W86WWW106Y331XW112W226W136Y277XWWWY341XW53WWW&sn=Random%20Squad&obs=,
designflaw,designflaw#9775,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z72XW46WW2WY64X134WWWWW236W88WY41XWWWWW&sn=designflaw%20JTO&obs=,
Finsdale,Finsdale#7172,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z109XW240W42W95W164W155W13Y156X133W100W92W109Y93XW62WY247XWY248XW&sn=Tyler%20Duree%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5",
oiseaux,oiseaux#5895,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z161XW240W234W99W104W139WWY188X132W138W311WW82W165Y164X113W136WWW144W13Y208XWWWWWW&sn=Nick%20Rochow%20JTO&obs=,
Revanchistexile,Revanchistexile#0173,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z284X122WWW100Y263X319WWY286X186W135WY242XWWWWW&sn=Fo%20Jank&obs=,
mrdeeds,liongkers,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z39XWWW44WW157WY66XWWWW167Y34XWWWWW140W&sn=mrdeeds%20list&obs=yt2400debris0,yt2400debris1,yt2400debris2",
Hobologist,Hobologist#4421,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z122X102WWWWY84XWW12WW71WWWY88XWWWWWWY119XW98WWWW&sn=Space%20Rats&obs=gascloud1,gascloud2,gascloud3",
RJ 7,Rhys James (#9551),"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z90X122W102W36W63W79W93W107WY109XWWW95W103W155WY150XW112W134WW&sn=Rhys%20James%20JTO&obs=yt2400debris0,yt2400debris2,vt49decimatordebris1",
SheevPhx,Sheev#9487,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z201X133W113W76W249Y181X124WWY184XWWWY175XW240WW&sn=Daniel%20Sheev%20JTO&obs=,
Dan,LibsonBaby#3308,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z185X28W26W165Y198XW10W311Y168XWW24W37WW&sn=Dan%20Mercer%20JTO&obs=,
Jamatang,Jamatang#5839,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z46XWW18WWW156Y61XW111WWWWWWW148Y67XW19WW138W&sn=James%20O%27Donoghue%20JTO&obs=gascloud1,gascloud2,gascloud3",
Zerotorque84,zerotorque84-dave#0151,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z6XWWWW142Y55X132WWY25XWWW3WWWY63XW113WWWWWW&sn=David%20Burger%20JTO&obs=,
Wrecker,Wrecker#2531,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z189X133W138W99WWWY202XWW249Y228XY216XW26W49WWWWW&sn=Yan%20Picard%20JTO&obs=,
PorgHealy,Dead1yPorg#0208,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z117XW136W12W36W80WWWY105X115W232W99W47WWWW153WY141X206WWWW&sn=Jarrad%20Healy%20JTO&obs=,
RangdaBangda,RangdaBangda#5706,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z296X195WW175W198WWY253XW2WW175WWWY244XWWWW174WWW&sn=RangdaBangda%20JTO&obs=,
rearview,Rearview,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z382X116WWWY263XW186W236Y259X202WWW114WY289XWW37WWWWW108&sn=Eric%20Dignard%20JTO&obs=,
ilov3cupcak3s,ilov3cupcak3s #1392,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z400XW10WWW96WWY88X137WWW2W316WWY115XWWWWWWW159WY130XWWWWW&sn=ilov3cupcak3s%20JTO&obs=,
Shadow1,Shadow1,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z158XWWWY110XWW55W96WW155WY121X118WW93WWWY122XWWWWY157XWWW&sn=Marek%20Marcinkiewicz%20JTO&obs=coreasteroid5,core2asteroid1,core2asteroid5",
Jef Dynasty,Jef Dynasty #1082,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z267X122WW105Y233XW186WY267X131W206WY237X126WWW102&sn=Jeff%20Wake%20JTO&obs=,
Michael Spin,Spinner#3228,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z55X122WWY21XWWW2WY36XWW46WWW140Y54XWW&sn=Mike%20Spin%20JTO&obs=gascloud1,gascloud2,gascloud3",
WesleyvW,BoxerlessBossk#6038,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z156X132W101W93W236Y85X116W138W234WW1WW95WY143X206WW71WWY158XWWWY247XW&sn=Wesley%20van%20Wensen%20JTO&obs=,
intoxicatedALF,intoxicatedALF#1186,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z358X115WY325XW70WW236WY335XWWW217WWWWWY327XWWWW237Y327XWWWW&sn=Aaron%20Furminger%20JTO&obs=,
Ajay2017,Ajay2017#8782,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z129XW135WW9W93W165Y149XWW135WW163WY154XW11W100WW62WWW106W&sn=Ion%20Madness&obs=coreasteroid0,coreasteroid1,coreasteroid2",
RebelRogue,RebelRogue #2624,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z287X125WWW102Y285X126WWWW112WY384XWWWY397XW206WWWW&sn=Adam%20Nieting%20JTO&obs=,
DanMcCarthy326,madmc326#8558,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z280X136W59WWW106Y313X250WW201WY323X113W241W136&sn=Dan%20McCarthy%20JTO&obs=,
sappitytappity,sappity#6947,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z149X126W111W135W249WY143X178WWW95W108Y95X118W45WY159XW95WY248XW&sn=Dylan%20Emde%20JTO&obs=,
geedogjones,geedogjones,"https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z306X124WW207WY328XW223W164WY311XWWY358XWY329XWW224WW&sn=geedogjonesjto&obs=coreasteroid5,vt49decimatordebris2,gascloud1",
Lysander,Lybo,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z299XW2W164W175WW171WY347X186WWW61WWWY256XW5WW175W186WW11Y345XWWW&sn=Lysander&obs=,
CrazyVulcan,CrazyVulcan#1781,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z351X122WW11W234W244WW196W106Y380XWWWWWY352XWWW192W191WWY254XWW175WWW&sn=Christopher%20Peters%20JTO&obs=,
BobbyMoose,BobbyMoose#1331,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z261XWY385X126WWW88W240W166Y263XW206W165Y259XWW182WWY265XW&sn=Vincent%20Hamelin%20JTO&obs=,
JM,Nutano#3205,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z250XWW231WWWWWY245XWWWWWWWY301XWWY350XWW54W&sn=JM%20JTO&obs=,
Ethan421,fuckface (User#3781),https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z214XWWWWWW316WWY196XWWWY207XWW100WWWWW&sn=Ethan421%20JTO&obs=,
Paul Johnson NZ,Paul Johnson NZ,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z63XWW137W58WWWW148Y71XWWW4W167Y69XWWWWY49XWWWW&sn=Paul%20Johnson%20JTO&obs=,
gadwag,gadwag#1395,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z272XWW234W218WWWW216WY324X234WW70WWY307XW207WY327XWW221WW&sn=Daniel%20Smith%20JTO&obs=,
