name,wins,byes,rank,faction,points,totalhealth,totalmainattack,totalagility,totalupgradecount,totaluselesscount,totaluselesscost,shipcount,handicap,avginitiative,url
Cormac Higgins,3,1,32,galacticrepublic,200,31,10,8,6,0,0,5,0,2.4,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z317XWW106Y362XW137W136WWWWY364XW138WW225WWWY323XWW234Y319XW&sn=Cormac%20Higgins%20JTO&obs=
Chris Burnett,3,1,32,rebelalliance,200,22,9,8,7,0,0,4,0,3.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z77XWW314WWWY55X116W99WY51XWWY49X69W46W109WW156&sn=Chris%20Burnett%20JTO&obs=
Jamal Ahmad,3,1,32,scumandvillainy,200,28,11,11,6,0,0,5,0,2.4,https://launch-bay-next.herokuapp.com/print?lbx='JTO%20squad%20'.200.3.0.(12.168.(12.648).(5.263)).(44.189.(6.270).(14.295).(1.235)).(44.186.(5.264)).(56.444).(39.208)
Greg Smith,3,1,32,rebelalliance,199,24,11,8,6,0,0,4,1,3.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z67X72WWWW167Y23XWWWWY27XW138WW7WWWY3XWW2WW142&sn=Unnamed%20Squadron&obs=
David Chabot,4,0,32,galacticrepublic,199,24,9,7,8,1,3,4,4,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z322XW240W226W234Y280XW37WWWY317X127WW249Y331XW240W214W&sn=David%20Chabot%20JTO&obs=
Paul Heaver,4,0,32,galacticempire,200,28,9,7,6,0,0,4,0,3.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z166X111WW28WWW162Y206X234WWWWWW166Y191XW234WWWWWWY225XW&sn=Paul%20Heaver%20JTO&obs=
Andreas Karlsson,4,0,32,scumandvillainy,199,26,11,9,7,1,1,4,2,3.25,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z83X116W113W232WWW94WW151Y129X256WWWWW236Y122XWWWWY303X&sn=Andreas%20Karlsson%20JTO&obs=coreasteroid3,coreasteroid5,core2asteroid4"
No Pickles,4,0,32,galacticrepublic,199,30,11,10,3,0,0,5,1,3.2,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z275XWWWY313XWW200WY321X101WY363XWWWWWY342XWW53WWW&sn=Janky%20Jedi&obs=
Niklas God,4,0,32,galacticempire,200,26,9,8,10,0,0,4,0,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z172XW112W98Y166XW13WWWW162Y161XW111W136W101WW144W11Y190X138WWWW&sn=NiklasGod%20squad&obs=
Tommaso Loss,4,0,32,galacticrepublic,200,36,12,10,4,0,0,6,0,2.3333333333333335,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z362X122W138WWWW70WY364XW138WWWWWY321XWY320XWWY321XWY323XWW&sn=Random%20Squad&obs=coreasteroid0,core2asteroid0,core2asteroid2"
Quentin Keller,4,0,32,galacticempire,200,29,11,11,7,0,0,5,0,3.0,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z167XWW14WWWY172XWWY227X122W249Y208XW311WWW69W68WY204X128WWWWWWW&sn=Quentin%20Keller%20JTO&obs=coreasteroid0,core2asteroid0,core2asteroid2"
Stephen Parker,4,0,32,scumandvillainy,195,25,9,6,8,0,0,3,5,3.6666666666666665,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z144XW138W25W90W67WWWY148X132W112WWWY128XWWW109W160&sn=Stephen%20Parker%20JTO&obs=
Christopher Patrick,4,0,32,firstorder,198,20,10,10,6,0,0,4,2,3.75,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z259X318WWW113WY397XWWW182WWY382X125W206WWY384X115WWW&sn=Christopher%20Patrick%20JTO&obs=
Tim Horsburgh,4,0,32,resistance,198,26,10,8,5,0,0,4,2,2.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z348XWWY258XWW175WWWY244XWW191W192W174WWWY300XWWW206&sn=Tim%20Horsburgh%20JTO&obs=
Sebastien Ledieu ,4,0,32,firstorder,198,20,10,10,2,0,0,4,2,4.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z285X119WWWWWY383XWWWY382XWWWY243XWWW182WW&sn=Bibi%20JTO&obs=
Nobbie,4,0,32,resistance,199,22,10,10,6,0,0,4,1,4.0,"https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z300XWWWY239X124WWWY297XW190WW175WW171WY252XW197WW175WWW&sn=Nobbie%20JTO&obs=gascloud1,gascloud2,gascloud3"
Britton Carr,4,0,32,scumandvillainy,199,27,11,8,5,0,0,4,1,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z124X99WWW106WY147XW111WWWY153X116WWW53WWWWWY96X&sn=Britton%20Carr%20JTO&obs=
Timo Hetzel,4,0,32,galacticempire,200,24,11,8,5,0,0,4,0,3.0,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z213XWWY168XWW15WWWY203X122WW97WWW70WW165Y179XWW&sn=Timo%20Hetzel%20JTO&obs=gascloud1,gascloud2,gascloud3"
Agata Pikulska,4,0,32,firstorder,200,28,10,8,4,0,0,4,0,4.25,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z267X118W206W166Y251XWWWWWWWY243XWWW182WWY242XWWWWW&sn=Agata%20Pikulska%20JTO&obs=gascloud4,gascloud5,gascloud6"
Trukson,4,0,32,galacticempire,200,20,8,5,10,0,0,3,0,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z186X33W15W165Y207XWW238WWW316W69W109Y199X126W111W82W&sn=Unnamed%20Squadron&obs=
Ted W,4,0,32,galacticempire,198,18,8,11,9,0,0,4,2,3.75,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z174X125W240W311W105Y394X199WW100Y170XWW100Y190X137WWW90W&sn=Ted%20W%20(JTO)&obs=vt49decimatordebris2,core2asteroid0,core2asteroid1"
CaptainSebastian ,4,0,32,resistance,197,23,9,8,11,1,6,4,9,3.75,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z387X126W122W102WY345X125W186W230WY347XWWW243WWWY252XWW109W175WW171W100&sn=Turret%20Outmaneuver%3F%20Is%20that...Legal%3F&obs=
Nathan Willcock,4,0,32,separatistalliance,198,24,12,10,7,0,0,5,2,2.4,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z324XW98W221WWY305X115W222WWY343X99WWY324XWW235WWY344XWW165W&sn=Nathan%20Willcock%20JTO&obs=
Patrick Steiche,4,0,32,galacticempire,199,25,11,12,3,1,1,5,2,3.8,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z224X125W108Y177XWWWY183XWWWY187XWWWWWY170XWW98&sn=Patrick%20Steiche%20JTO&obs=
"""Tsukuda Joe"" Congdon",4,0,32,scumandvillainy,199,37,13,8,3,0,0,5,1,1.6,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z127XW66WWWW160Y111XWWWWY114XWWWWWY111X240WWWWY96X&sn=Joe%20Congdon%20JTO&obs=
Garrett Jost,4,0,32,scumandvillainy,198,27,12,11,4,1,1,5,3,2.8,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z249XWY87XW138WWWWWW108Y120XWW93WWWY150XWWWW163WY95XWW&sn=Garrett%20Jost%20JTO&obs=
Brian Squidgy Sloan,4,0,32,scumandvillainy,196,24,11,10,4,0,0,4,4,2.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z124XWWWWY83XW113W11WW68W92WWY150XWWWWY143XWWWW&sn=B_Squidgy%20JTO&obs=
Cam Murray ,4,0,32,scumandvillainy,200,24,11,10,6,0,0,5,0,2.2,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z159X99WWY130XWW98W8WW247Y112XWW69WWWW156Y304XY157XWWW&sn=Cam%20Murray%20JTO&obs=
Aaron Furminger,4,0,32,separatistalliance,199,29,12,10,5,0,0,5,1,3.4,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z358X115WY325XW70WW236WY335XWWW217WWWWWY327XWWWW237Y327XWWWW&sn=Aaron%20Furminger%20JTO&obs=
JF Gaudreau,4,0,32,galacticrepublic,198,21,8,9,5,1,1,4,3,4.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z278X199WWW108Y274XWW200WY366XWW135WWW69WY332XWWW&sn=Jean-Francois%20G%20JTO&obs=
Miguel JUstiniano,4,0,32,scumandvillainy,200,26,11,10,5,0,0,5,0,2.8,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z124XWWWWY113XWW317WW166WW156Y85XW138WWWW317WWY159XWWY248XW&sn=Miguel%20Justiniano%20JTO&obs=
Taloncor,4,0,32,firstorder,200,20,10,10,5,2,10,4,10,4.0,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z383XWW99WY285XWW101W88WWY382X115WWWY242XWWW76WW&sn=Arne%20Ka%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Daniel Wochnick,2,1,64,resistance,200,33,9,3,2,0,0,3,0,4.0,https://launch-bay-next.herokuapp.com/print?lbx='Jank%20Tank'.200.4.0.(57.427.(1.238)).(57.429.(16.278)).(57.430)
Kyle Fuller ,2,1,64,galacticrepublic,200,21,8,9,3,0,0,4,0,4.75,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z278XWW200WY312XWWWY318X132WWY359XWW234WWWW&sn=Kyle%20Fuller%20JTO&obs=gascloud4,gascloud5,gascloud6"
Robbie Connolly,2,1,64,resistance,197,25,8,8,9,1,5,4,8,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z239X172WWWY379X98W173WW164WWY352XW13W136WWW6WY378XWW195WW104WW&sn=Robbie%20Connolly%20JTO&obs=
Darryl McMillon,3,0,64,rebelalliance,193,32,12,5,3,0,0,4,7,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z38XWW46WWW140Y391XWWWW234WWY75XWWWWWWY75XWWWWWW&sn=Darryl%20McMillon%20-%20JTO&obs=
Eddie Preisser,3,0,64,rebelalliance,197,30,11,8,5,0,0,5,3,2.6,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z76XW11WWWWY72XW46WWWY17XWWWWW70W71WY56XWWY55XW311W&sn=Eddie%20Preisser%20JTO&obs=
Aurélien COUDRAy,3,0,64,resistance,195,29,10,8,5,0,0,4,5,3.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z300XWWWY380XWWW106WWY250X240WW32WWWWWY298XWWW175W206WW&sn=Aur%C3%A9lien%20Coudray%20JTO&obs=
BenD,3,0,64,firstorder,198,30,11,5,6,0,0,3,2,1.3333333333333333,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z281X186W206WWWWWW106Y286XW234WY288X206WW183WWWWW&sn=Ben%20Doyle%20JTO&obs=
Robert Kukuchka,3,0,64,galacticrepublic,200,27,9,6,7,0,0,4,0,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z362X122W138WWW254WWY316X127W98WY342XWWWWWY322XWW6W136&sn=Robert%20Kukuchka%20JTO&obs=
Wilhelm Fors,3,0,64,firstorder,200,18,11,12,2,0,0,4,0,4.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X119WWWY287X126WWWY383XWWWY266XWW&sn=JTO%20Wilhelm%20Fors&obs=
Patrick Hanson,3,0,64,firstorder,199,22,11,14,2,0,0,5,1,4.0,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z262XWWY233XWWY384XWWWY261X177WY397XWW99WWW&sn=Patrick%20Hanson%20JTO&obs=coreasteroid0,coreasteroid3,coreasteroid4"
Brent T Grelle,3,0,64,galacticempire,196,30,9,7,4,0,0,4,4,3.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z206XWWW82WWWY214XWW30WWWW316WWY224XWY187XW138WWWW&sn=Brent%20Grelle%20JTO&obs=
Preston Bitzer,3,0,64,galacticrepublic,195,28,10,6,4,0,0,4,5,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z333X117W111WWY340XWWWW226WY315XWWY280XWWW2W&sn=Random%20Squad&obs=
Crispus Knight,3,0,64,firstorder,200,28,10,8,4,0,0,4,0,3.75,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z262XWWY289XWW180WWWWWY285X133WWW182WWY397XWWW182WW&sn=Crispus%20Knight%20JTO&obs=
Sara Tessem,3,0,64,separatistalliance,199,24,11,8,6,0,0,4,1,3.75,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z306X125W223WW229Y272XWWWWWWW216WY309XW208WY354X248W&sn=This%20is%20garbage%20and%20I%20am%20garbage&obs=
Michael Langley,3,0,64,galacticrepublic,200,19,9,10,6,0,0,4,0,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z277X74W233WWY277XWW201W211Y274XW6W200WY332XWWW&sn=Michael%20Langley%20JTO&obs=
Full-On,3,0,64,galacticempire,199,24,12,12,6,0,0,5,1,2.6,https://launch-bay-next.herokuapp.com/print?lbx='Jank%20Tank'.199.2.0.(41.105.(1.242)).(29.130.(6.270).(4.260)).(43.116.(8.335).(14.300)).(11.86).(13.98.(6.651))
Alex Raubach,3,0,64,separatistalliance,199,26,12,10,9,0,0,5,1,2.2,"https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z324XW99W70W165W237Y306X117W222WW229Y327X234WWWW237Y344XWWWY279XWW&sn=%5BAntigrapist%20JTO%5D&obs=coreasteroid0,coreasteroid4,core2asteroid4"
William killerbeardhawk Haigwood,3,0,64,firstorder,197,28,10,8,6,0,0,4,3,2.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z289XWW53W183WW232WWY290X177WY397XWW101WWWY259XWW182WW&sn=Willhaigwood%20jto&obs=
Duhtch Cuthbert,3,0,64,galacticrepublic,200,22,8,5,9,0,0,3,0,3.6666666666666665,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z313XW2WW105Y341X234W54W89W226WY338XW134WW253W214W&sn=Duhtch%20JTO&obs=
Ben Doyle,3,0,64,separatistalliance,199,27,14,13,6,0,0,6,1,2.1666666666666665,"https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z307XWWY329X240W98WWW237Y329X240W99WWWY356X127WY327XWWWWY343XWW&sn=Ben%20Doyle%20JTO&obs=coreasteroid2,coreasteroid3,coreasteroid4"
Bobby Ott,3,0,64,scumandvillainy,200,19,9,9,6,0,0,4,0,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z112XW43WWWWW156Y98X121W134Y142XW30WWWY141XWW316WW&sn=Fun%20Bobby%20JTO&obs=
Tom buis,3,0,64,scumandvillainy,199,27,10,8,5,0,0,4,1,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z140XW178W37W71WWY81XWWWWWWW151Y109XWWWWWY230X36WWWWW&sn=Tom%20Buis%20JTO&obs=
Nic Harris,3,0,64,firstorder,200,22,10,10,5,0,0,4,0,3.0,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384X256WWWY385XW202W99WW113WY286XWWY242XWWW182WW&sn=Nic%20Harris%20JTO&obs=gascloud1,gascloud2,gascloud3"
Blair Bunke,3,0,64,firstorder,200,28,12,13,3,0,0,5,0,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z263X115WWY265XWY264XWWY289XWWW183WW11WWY262XWW&sn=Random%20Squad&obs=
Harrison Sharp,3,0,64,scumandvillainy,199,31,13,11,8,0,0,6,1,2.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z158X125W99WWY158XW99W93WY230X43W71W94WWWY159XWWY145XWWWW70WWWY159XWW&sn=Harrison%20Sharp%20JTO&obs=
Brendan Desjarlais,3,0,64,scumandvillainy,200,23,10,10,7,0,0,4,0,3.5,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z105XW13W101W36W317W93WWY132XW164WY96XY101X121W&sn=Brendan%20Desjarlais%20JTO&obs=coreasteroid1,coreasteroid4,gascloud5"
Heath Carruthers,3,0,64,galacticempire,194,21,9,5,10,1,1,3,7,4.333333333333333,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z167X111W10W49WW106WY183X127W30W28W166Y179X126W108W&sn=HEATH%20CARRUTHERS%20JTO&obs=
Paul Johnson,3,0,64,rebelalliance,197,29,10,6,5,1,3,4,6,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z63XWW137W58WWWW148Y71XWWW4W167Y69XWWWWY49XWWWW&sn=Paul%20Johnson%20JTO&obs=
Ben Harding,3,0,64,rebelalliance,199,32,9,3,2,0,0,3,1,4.666666666666667,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z46XW70WWWWY61XWWWW58WWWWY44XWWWWWWW&sn=Random%20Squad&obs=
David Feith,3,0,64,rebelalliance,198,26,11,7,6,0,0,4,2,3.25,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z75XW240W11WW136W105WY12XWWWW165W142Y15XY73XWWWWWW&sn=Kulbee%E2%80%99s%20Covid%20Cronies&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Sycho,3,0,64,firstorder,198,22,10,11,4,1,6,4,8,2.75,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z269XWY284XWW234W102Y285XW186WWW114WY283XWWW&sn=Sycho%20JTO&obs=core2asteroid1,core2asteroid3,core2asteroid4"
"Kyle ""fivepointOMG"" Kenyon",3,0,64,galacticrepublic,198,22,8,8,6,0,0,4,2,4.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z319X98WY318X126W311WY273X251WW200WY366XWWWW226WW&sn=Five%20point%20Jank&obs=
Joel Killingsworth,1,1,128,galacticrepublic,200,21,9,8,10,0,0,4,0,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z331X116W240W6W234Y314X203W213W201W211Y316X123WWY317XW101W&sn=Joel%20Killingsworth%20JTO&obs=
Seth Dunlap,1,1,128,galacticempire,196,18,10,9,6,0,0,4,4,4.0,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z210X125WWWY209XWW68WY161XW240W136WW104W139WWY218XW&sn=Betchya%20Canât%20Catch%20Me&obs=gascloud3,gascloud4,gascloud5"
Marco de Scordilli,1,1,128,galacticrepublic,197,26,9,7,10,0,0,4,3,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z320X127W99W164Y313XW6W201W164Y364X118W137W135WW6WWY318XWW&sn=Marco%20de%20Scordilli%20Jank%20Squad&obs=
Mats Jonsson,1,1,128,resistance,196,26,8,4,8,0,0,3,4,4.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z351XW186WWWW61W5WY231X117W2WW175WW171W102Y295XWWWWWW&sn=Mats%20Jonsson%20JTO&obs=
Scott Bellamy,2,0,128,rebelalliance,197,26,10,6,8,2,2,4,5,3.75,https://launch-bay-next.herokuapp.com/print?lbx='jank%20tank'.197.1.0.(17.23.(3.258).(18.645).(14.592).(1.239)).(31.65.(8.275).(14.298).(1.245)).(34.42.(8.309)).(38.30)
Old Jester,2,0,128,scumandvillainy,200,23,10,9,5,0,0,4,0,4.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z119X133WW94WW166WY156XWWWY125X251WWWWW160Y249XW&sn=Dimitris%20Stavropoulos%20JTO&obs=
Adam Sitnick,2,0,128,rebelalliance,197,30,10,3,5,0,0,3,3,3.3333333333333335,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z73XWWWW135WWY392XWWWW51WWWWY36XWW54W314WW140&sn=Adam%20SItnick%20JTO&obs=coreasteroid0,core2asteroid0,core2asteroid4"
Blair Gray,2,0,128,galacticrepublic,195,26,9,7,8,0,0,4,5,2.5,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z361X138W234W86WWW106Y331XW240W226W136Y277XWWWY341XW53WWW&sn=Blair%20Gray%20JTO&obs=coreasteroid0,coreasteroid3,core2asteroid0"
Dan Xuereb,2,0,128,galacticempire,199,20,10,10,6,3,16,4,17,3.25,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z202X113W76WY177XWW100W164Y178X114WWY211XW82WW&sn=Dan%20Xuereb%20JTO&obs=coreasteroid0,core2asteroid0,core2asteroid2"
Luke Carrington,2,0,128,separatistalliance,200,24,11,8,7,1,3,4,3,3.5,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z311XWWY305X132W220W105W229Y335XWWWWWW249W216WY354X248W&sn=Luke%20Carrington%20JTO&obs=
Nate Handy,2,0,128,rebelalliance,200,23,8,6,8,0,0,3,0,4.0,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z17X135WWWW46WWWY21X126WWW3WY34X127W240W314WWW140W&sn=Nate%20Handy%20JTO&obs=yt2400debris1,core2asteroid3,gascloud2"
Martyn Chivers,2,0,128,galacticempire,200,22,9,9,6,0,0,4,0,3.25,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z169XW111W101Y184XW15WWY177XW240W311WY190XW97WWW&sn=Martyn%20Chivers%20JTO&obs=coreasteroid0,vt49decimatordebris2,gascloud4"
Tyler Samplonius,2,0,128,galacticempire,197,19,11,14,4,0,0,5,3,3.8,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z180XW249WY170X73WW101Y171XWWY224XWY187XWW97WWW&sn=Tyler%20Samplonius%20JTO&obs=
Mark Johnson,2,0,128,scumandvillainy,196,24,11,13,5,0,0,5,4,2.8,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z399XWY81XWW12WWW96WW151Y157X119WWWY249XWY113XW36WWWWW&sn=Mark%20Johnson%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Eric Dignard,2,0,128,firstorder,200,26,11,9,7,3,8,4,8,3.25,"https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z382X116WWWY263XW186W236Y259X202WWW114WY289XWW37WWWWW108&sn=Eric%20Dignard%20JTO&obs=gascloud1,gascloud2,gascloud3"
Wally_Shanks,2,0,128,scumandvillainy,198,34,12,9,6,0,0,5,2,2.6,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z130X121W134WWWW108Y248XWY116XWW11WW83WWWY111XWWWWY157X125WWW&sn=Stanky%20Shanks%20%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Luke Thompson,2,0,128,galacticempire,197,26,9,8,8,1,2,4,5,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z167X113W10W26WW164WY190XW97WWWY170XWW99Y207XW135WWWWWW109&sn=Luke%20Thompson%20JTO&obs=
GamblerTuba,2,0,128,rebelalliance,199,26,9,3,12,0,0,3,1,3.3333333333333335,"https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z75XW113W13W12WW106W313Y62XW111WW137W21W314WW90W148Y55X132WW&sn=PeterRoseJTO&obs=coreasteroid3,core2asteroid3,core2asteroid4"
Daniel lim,2,0,128,rebelalliance,199,27,10,7,2,0,0,4,1,4.75,https://launch-bay-next.herokuapp.com/print?lbx='Jank%20tank%20goldnock'.199.1.0.(35.19).(8.38).(23.73.(8.317).(14.302)).(38.28)
William Krick,2,0,128,rebelalliance,200,26,7,4,10,1,3,3,3,4.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z26X116W138W136W0W105WWY42X132W311WWWW249WWY49X68WW166WW&sn=William%20Krick%20JTO&obs=
Ray Wickham,2,0,128,galacticempire,200,23,9,10,5,0,0,4,0,3.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z174XWW102W108Y185X34WW249Y175XW111WWY177XWWW&sn=Ray%20Wickham%20JTO&obs=
Tyler Tippett,2,0,128,galacticempire,200,23,10,8,8,0,0,4,0,4.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z205X116WW238WWWWWY212XW79W71WY184XW26W14WY174X125W240WW&sn=Tyler%20Tippett%20JTO&obs=
Kristoff Sote,2,0,128,resistance,194,23,11,12,8,0,0,5,6,2.6,https://launch-bay-next.herokuapp.com/print?lbx='%20%20%20%20***%20JTO'.194.4.0.(65.574.(14.301).(1.234).(19.464)).(65.575).(53.426.(18.486).(19.460).(15.484)).(54.437.(1.236).(19.460)).(54.439)
JBark,2,0,128,scumandvillainy,200,30,11,10,3,0,0,5,0,3.4,"https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z302XWY110XWW48WW110WY249XWY158XWWWY90XW311WWWWWW&sn=JBark%20-%20Jank%20Tourney&obs=coreasteroid1,coreasteroid2,coreasteroid5"
Andrew Cox,2,0,128,resistance,200,24,8,5,6,0,0,3,0,5.333333333333333,https://launch-bay-next.herokuapp.com/print?lbx='Random%20Squad'.200.4.0.(57.428.(8.473.584).(16.476).(14.292).(15.485)).(53.418.(18.486)).(70.620)
Travis Johannsen,2,0,128,galacticrepublic,200,27,10,7,1,0,0,4,0,4.25,"https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z315XWWY273XWWWY280XWWWWY342X116WWWWW&sn=Travis%20Johannsen%20JTO&obs=coreasteroid3,coreasteroid5,core2asteroid5"
Abel Schelfhout,2,0,128,galacticempire,200,17,9,11,6,0,0,4,0,3.5,"https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z173XW111W311W105Y228XY180XWWY208X135W102W99WWWW&sn=Abel%20JTO&obs=coreasteroid5,core2asteroid4,core2asteroid5"
Patrick Wojtowicz ,2,0,128,firstorder,198,20,10,11,2,0,0,4,2,4.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z266XWWY284XW178WW102Y382XWWWY285XWWWWW&sn=Lord%20Cronal%20JTO&obs=
Cailean Pritchard,2,0,128,resistance,200,38,11,7,3,0,0,5,0,2.6,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z292XWW246WWW316WWY351XWWWWWWWY349XWWWY346XWWW191WWWY380XWWWWW&sn=Cailean%20Pritchard%20JTO&obs=
Daniel Sullivan,2,0,128,firstorder,199,21,9,10,6,1,1,4,2,4.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384XW318W102WY233XW177W108Y285XWWWWW165Y397XWWW182WW&sn=Daniel%20Sullivan%20JTO&obs=
Evan Paul,2,0,128,firstorder,199,22,10,7,6,1,1,3,2,3.3333333333333335,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z383XW202W311WY283XW202WW102Y289XWW179WWWWW108&sn=Evan%27s%20Jank%20Tank%20Squad&obs=
Bryan Javorek,2,0,128,firstorder,197,25,9,6,9,1,2,3,5,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z397XW177W100W88W240W165Y286X206W134W100Y289XWW183WWWWW&sn=mission18%20JTO&obs=
Phillip Pond,2,0,128,firstorder,197,21,9,11,8,0,0,4,3,3.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z242XW178W102WW113W164Y264X133W186WY283XW186WWY267XW178W&sn=Phillip%20Pond%20JTO&obs=
