listid,faction,totalhealth,totalmainattack,totalagility,totalupgradecount,totaluselesscount,totaluselesscost,shipcount,avginitiative,yasb
RebelScum#1,rebelalliance,32,12,5,3,0,0,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z38XWWWWW140Y391X131WWWW234WWY75XWWWWWWY75XWWWWWW&sn=Random%20Squad&obs=
RebelScum#2,scumandvillainy,28,10,7,3,0,0,4,3.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z120XW102WWWWY85XWW135W80WWWWY107XWWWWWWWY95XWW&sn=Random%20Squad&obs=
Reckless#1,galacticrepublic,24,9,7,8,1,3,4,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z322XW240W226WY280XW37W227WWY317X127WW249Y331XW240W214W&sn=Random%20Squad&obs=
Reckless#2,separatistalliance,21,12,12,5,0,0,5,3.2,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z337X101WW105Y324XW209WWW237Y356XWY326X136WWWWY357XW&sn=Random%20Squad&obs=
RecklessKat#1,galacticrepublic,23,8,7,9,0,0,4,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z317X125W102WY363XW234WW4W316W166Y333X131W113WWY332X122WWW&sn=Random%20Squad&obs=
RecklessKat#2,galacticempire,13,8,8,11,1,8,3,4.666666666666667,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z203X118W134W311W101W76W235W68WY181X124W164WY179X126W106W&sn=Random%20Squad&obs=
Red Squad Bench Warmer#1,galacticrepublic,27,10,11,3,0,0,5,3.2,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z361X138WWWW69WY317XWW165Y322XWWWY277XWWWY274XWWW&sn=Random%20Squad&obs=
Red Squad Bench Warmer#2,rebelalliance,20,8,5,11,1,1,3,3.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z12XW126WW5W236W142Y78X127W136W41WW2WY48X115W68WWWW156&sn=Random%20Squad&obs=
RedFISH#1,rebelalliance,26,8,6,7,0,0,4,3.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z47X119W68W21WWW156Y49XWWWWY27XWWWWWWY25X123WWW0WW317W&sn=Random%20Squad&obs=
RedFISH#2,galacticrepublic,23,9,8,7,0,0,4,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z313XWW200WY323XW233W135Y322X115WWWY340X133WW32WW226W&sn=Random%20Squad&obs=
Reflex#1,resistance,24,8,5,6,0,0,3,5.333333333333333,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z244XWW188W245W86WW103W193Y231XWWW175WWWY377XWWWWWW&sn=Random%20Squad&obs=
Reflex#2,separatistalliance,23,12,10,8,0,0,5,2.6,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z343X224WWY311X98W208W109Y353XY334XWWWWW316W106WW220Y279XW208W&sn=Random%20Squad&obs=
RelativeShoe#1,galacticempire,20,10,10,6,2,2,4,3.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z202X113W76WY177XW111W100W164Y178X114WWY211XWWW&sn=Random%20Squad&obs=
RelativeShoe#2,scumandvillainy,28,10,6,6,0,0,4,2.75,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z114X30W317WW105W107W156Y111XWWWWY94XWWY144XWWWW67WWW&sn=Random%20Squad&obs=
Revanchistexile#1,firstorder,22,10,11,5,0,0,4,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z284X122WWW100Y263X319WWY286XW135W311Y242XWWWWW&sn=Random%20Squad&obs=
Revanchistexile#2,rebelalliance,28,11,6,8,0,0,4,3.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z75XW113WWW135W105W313Y36X93WWWWW140Y55XWWY391X256WW11WWWW&sn=Random%20Squad&obs=
rhett#1,scumandvillainy,26,11,12,4,0,0,5,2.6,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z113XWWW91WWWY118XW11W62WWWWY139XW135Y95XWWY100XW&sn=Random%20Squad&obs=
rhett#2,rebelalliance,28,10,9,4,0,0,4,2.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z32X130WWWWW140Y52XWWY45XW86WWW107WWY16X&sn=Random%20Squad&obs=
Rilesman#1,separatistalliance,23,11,7,6,1,1,4,3.0,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z336XW136W30W54W68WWWY305XW239W236WY306XWWWY343XWW&sn=Random%20Squad&obs=
Rilesman#2,galacticrepublic,20,8,8,6,0,0,4,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z332X119W113W252W234Y323XWWY330XW213W234Y333XWWW&sn=Random%20Squad&obs=
Rinehart#1,scumandvillainy,21,11,11,4,1,1,4,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z83X122WWWWWW236WY122XWWW166WY303XY101XW234&sn=Random%20Squad&obs=
Rinehart#2,separatistalliance,25,11,10,8,2,8,5,3.0,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z305X117WW108WY328XW223WW237Y326XW224W316WW237Y327XW102WWWY329XWWWW&sn=Random%20Squad&obs=
RJ7#1,galacticrepublic,20,9,9,6,0,0,4,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z274XWW201WY318X124W98W108Y278XW2WW109Y319XW&sn=Random%20Squad&obs=
RJ7#2,scumandvillainy,25,8,5,12,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z90X122W102W36W22W79W93W107WY109XWWW95W103W155WY150XW112W134WW&sn=Random%20Squad&obs=
Robbo#1,resistance,25,8,8,9,2,9,4,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z239XW172WWY379X98W173WWW164WY352XW13W136WWW6WY378XW101W195WWWW&sn=Random%20Squad&obs=
Robbo#2,firstorder,26,10,9,9,0,0,4,3.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z262X181W202W106Y251X318W202W179W53W37WWWY268XWY242XWWWW240W&sn=Random%20Squad&obs=
roelbesters#1,firstorder,22,9,7,6,0,0,3,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z236X204WW135W311Y282XWWWW183W10W114WY290XW&sn=Random%20Squad&obs=
roelbesters#2,rebelalliance,28,9,4,5,0,0,3,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z17XW102WWWWW70WY41X101W90W23WWWY78XWWWWW&sn=Random%20Squad&obs=
RogueBlaster2400#1,firstorder,17,10,11,7,1,2,4,3.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z397XWWW88W114W247Y384X319W202WW166Y290XWY381X181WWW&sn=Random%20Squad&obs=
RogueBlaster2400#2,galacticempire,24,10,9,9,1,1,4,3.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z180X127WW108Y161X124WWW98WW139WW99Y170X199W113W100Y168XWWWWW&sn=Random%20Squad&obs=
RoguePanda#1,rebelalliance,27,9,4,5,1,14,3,4.333333333333333,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z61XWWWW41W53WW84W148Y77XW134WWWWY51XWW&sn=Random%20Squad&obs=
RoguePanda#2,scumandvillainy,27,10,8,6,0,0,4,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z122X102W91WWW105Y82XW112WW10WWWW151Y140XWWWWWY88XWWWWWW&sn=Random%20Squad&obs=
Roninaurne#1,scumandvillainy,30,11,9,12,1,1,5,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z141XW45WW92W236Y144X118W137WW83WW69W110W149WW8Y158X125WWWY249X115WY87XWWWWWWW&sn=Random%20Squad&obs=
Roninaurne#2,rebelalliance,27,9,5,6,1,2,3,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z40XW88WW157W94Y390XW240WW30WW140Y18XWWWWWWW&sn=Random%20Squad&obs=
RonPon#1,firstorder,24,8,5,13,1,8,3,2.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z281X318W206W183W53W37W10W114WY397X126W202W101W76W111WY259XWWW113W&sn=Random%20Squad&obs=
RonPon#2,galacticrepublic,24,9,7,10,1,8,4,2.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z319X100W106Y314X75W6W201W166Y362X123WWW76WW69WY320X116WW&sn=Random%20Squad&obs=
Rorer#1,galacticrepublic,22,8,8,13,1,1,4,4.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z366X116W137W135W225W233W316WY315X124W311W236Y320X116W99WY275X212W5WW&sn=Random%20Squad&obs=
Rorer#2,resistance,33,10,6,8,1,5,4,2.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z352XW13W135W192WWWY379X100WW310WWW315Y250XW177WWWWWWY257XWWW175WWW&sn=Random%20Squad&obs=
roshow#1,galacticempire,26,11,7,8,1,7,4,2.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z182XWY395X116WW71WY192X114W135W98W102W86W317WWY166XWWWWW&sn=Random%20Squad&obs=
roshow#2,galacticrepublic,27,9,6,11,1,1,4,2.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z362X256W137WW86W37W70W106Y317XW99WY342X119WWWW6W236Y323XWW135&sn=Random%20Squad&obs=
Ross#1,scumandvillainy,19,10,10,9,2,7,4,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z249X256WY120XW98WW93W108WY150X115W113WW236WY112X126WWWWW109W&sn=Random%20Squad&obs=
Ross#2,resistance,28,8,4,7,1,7,3,3.6666666666666665,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z245XW101W246WW189WWWY246X122WW242W173WWWW193Y379XWWWWW&sn=Random%20Squad&obs=
RStan#1,firstorder,20,10,11,4,1,3,4,4.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z385X115W202WWW113W249Y233XWWY287XWWWY383XWWW&sn=Random%20Squad&obs=
RStan#2,galacticrepublic,20,8,5,10,1,1,3,4.333333333333333,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z333XWW213W135Y338XWW32W225W252W103Y277X212W2W201W236&sn=Random%20Squad&obs=
Runningtargetnz#1,galacticrepublic,31,11,9,2,0,0,5,2.8,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z363XWWWWW106Y276XW213WWY341XWWWWY318XWWY322XWWW&sn=Random%20Squad&obs=
Runningtargetnz#2,firstorder,26,10,12,7,2,3,5,3.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z397X127W318WW88W240WY265XW108Y259X178WWWWY267XWWY385XW318WWWW&sn=Random%20Squad&obs=
Ryan Costello#1,resistance,23,9,8,10,0,0,4,3.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z348X186W37WY239X256W116WW198Y246X116W99WWW76WW108W193Y349XWWW&sn=Random%20Squad&obs=
Ryan Costello#2,firstorder,20,11,12,1,0,0,4,3.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z266XWWY283XWWWY386X202WWY384XWWW&sn=Random%20Squad&obs=
Saige771#1,galacticrepublic,25,8,7,5,0,0,4,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z273X72WWWY363X137WW253WW317WY332XW114WWY361XWWWWW&sn=Random%20Squad&obs=
Saige771#2,rebelalliance,27,11,7,2,0,0,4,3.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z62XWW234WWWWWWY8XWWWW142Y14XWY54XWW&sn=Random%20Squad&obs=
SailorJoeV#1,resistance,23,8,6,14,0,0,3,1.6666666666666667,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z255X205W215W175W178W171W13Y260X111W186W30W174W88W69WWY300X116WWW178&sn=Random%20Squad&obs=
SailorJoeV#2,galacticrepublic,24,9,7,5,1,1,4,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z330X240WWY339XWW225W2W236Y322XW114WWY332XWWW&sn=Random%20Squad&obs=
Sam (Tin Sqn)#1,galacticempire,26,10,6,9,1,1,4,2.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z183X125W15W33W110Y188XW137WWWW108Y189XW138WW102W82WY185XWW&sn=Random%20Squad&obs=
Sam (Tin Sqn)#2,resistance,28,10,9,9,3,7,5,2.2,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z349XW186W59WY378XW99WWW236W109W315Y352XWWWW231W190WY379X99WWWWWY348XWW&sn=Random%20Squad&obs=
Samuel Melhado#1,rebelalliance,24,8,5,9,2,5,3,3.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z17XWWWW40W316WW110Y41XW88WW110WW93Y69X256WWW4W167&sn=Random%20Squad&obs=
Samuel Melhado#2,galacticempire,31,10,10,6,1,0,5,2.6,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z193X112WW101WWWW68WY164XWWWW144WY188X115WWWWWY203XWWW311WWWWY172XWW&sn=Random%20Squad&obs=
Sara Tessem#1,galacticrepublic,28,8,5,7,0,0,4,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z318X123W311WY366XW138WW253W4W317W247Y365XWWWWWWY363XWWWWW&sn=Random%20Squad&obs=
Sara Tessem#2,separatistalliance,24,11,8,6,0,0,4,3.75,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z306X125W223WW229Y272XWWWW218WWW216WY309XW208WY354XW&sn=Random%20Squad&obs=
schdarr#1,rebelalliance,26,10,6,6,1,3,3,2.3333333333333335,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z37XWWWW140Y40XW90W249W157W94Y36XWWWWW140&sn=Random%20Squad&obs=
schdarr#2,galacticrepublic,24,9,7,10,0,0,4,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z323X240W226WY315X133W99WY338X118W234W53WW4W247Y317XWW164&sn=Random%20Squad&obs=
SciFighter#1,firstorder,20,9,7,9,0,0,3,4.666666666666667,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z264X116W206W106Y381XW177WW105Y251X202WWW184W30WW111W&sn=Random%20Squad&obs=
SciFighter#2,galacticempire,29,11,6,1,0,0,4,4.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z209XWW68WY214XWWWWWWWWY211XWWWY187XWWWWW&sn=Random%20Squad&obs=
Scott Collins#1,galacticempire,18,7,8,9,1,0,3,4.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z195X115W240W232W100Y169X199W240WY162X133WWW100WW144W&sn=Random%20Squad&obs=
Scott Collins#2,resistance,30,9,7,8,0,0,4,3.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z300X133W118WW198Y377X132WWW94WWW315Y352X198WWWW192WWY250XWWWWWWW&sn=Random%20Squad&obs=
Sebon#1,firstorder,18,11,12,4,0,0,4,2.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z283XW178W135WY384XWWW165Y265XW247Y384XWWW&sn=Random%20Squad&obs=
Sebon#2,scumandvillainy,26,9,7,8,1,1,4,2.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z88XWWW9W235W94WY109XW111WWWW155WY112XWWWW236W166W156Y138XW&sn=Random%20Squad&obs=
SELBrut#1,galacticempire,22,10,7,6,1,2,4,4.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z187XWWWW88WY192X240WW98WWWW235WY210X131WWW106Y211XWWW&sn=Random%20Squad&obs=
SELBrut#2,galacticrepublic,21,8,9,5,1,1,4,4.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z278X199WWW108Y274XW233WWY366XWW135WWW69WY332XWWW&sn=Random%20Squad&obs=
Seth Dunlap#1,galacticempire,18,10,9,6,0,0,4,4.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z210X125WWW166Y209XWW68WY161XW240W136WWW139WWY218XW&sn=Random%20Squad&obs=
Seth Dunlap#2,scumandvillainy,29,11,7,5,0,0,4,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z155XW98WW37WW96WWY101X116W136Y110XWWWWWY94XWW&sn=Random%20Squad&obs=
Shadow Boxing#1,firstorder,30,11,5,5,1,1,3,2.3333333333333335,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z288XW177WWWWW114WY288XW186WWWWWW108Y283XW177WW&sn=Random%20Squad&obs=
Shadow Boxing#2,rebelalliance,23,9,4,8,1,8,3,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z64X234WWW56W30WW76WY67XWWW138W167Y47XWWWW107W156&sn=Random%20Squad&obs=
Shadow Marvel#1,rebelalliance,25,9,9,8,0,0,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z51X119W115WY13X126W106Y72XW35WW7W167Y43XW101WWWWWW&sn=Random%20Squad&obs=
Shadow Marvel#2,resistance,31,8,3,6,0,0,3,3.6666666666666665,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z293XWW30WWWWWY347X177W12WW244WW197W247Y389XWWWWWWWW&sn=Random%20Squad&obs=
Shadow1#1,rebelalliance,26,10,6,7,1,6,4,2.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z58X126W58W17W164Y56X123W311WY68XWWWY18XWWWW51WWW&sn=Random%20Squad&obs=
Shadow1#2,scumandvillainy,29,13,9,5,0,0,5,3.2,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z158XWWWY110XWW16W96WW155WY121X118WWW93WWY122XWWWWY157XWWW&sn=Random%20Squad&obs=
Shutabyss#1,firstorder,30,10,7,3,0,0,4,4.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z385X181WWWW111WY251X318WWWWWWWY285XWWWWWY243XWWWWW&sn=Random%20Squad&obs=
Shutabyss#2,galacticrepublic,29,9,6,4,0,0,4,4.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z360XWW135WW233WW109Y338XWWWWW103Y273XWWWY363XWWWWW&sn=Random%20Squad&obs=
Sir Charles#1,galacticrepublic,28,10,6,3,0,0,4,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z323XW2WY276X74WW201WY342XWWWWWY364XWWWWWW&sn=Random%20Squad&obs=
Sir Charles#2,resistance,23,8,6,10,0,0,3,3.6666666666666665,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z297X125W312W165W175W177W171W98Y388XWWY244XW100WWWW94W166W&sn=Random%20Squad&obs=
SirDunkirk#1,scumandvillainy,27,11,11,4,0,0,5,3.2,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z122XWWW166WY249X121WY118X234W13WWWWWY93XWWY140XWWWWW&sn=Random%20Squad&obs=
SirDunkirk#2,resistance,26,8,4,9,1,3,3,4.333333333333333,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z245X127WWW32WWW249WY253XWW109W175W206WWY351XWW13W134WWWW105&sn=Random%20Squad&obs=
SirWolf#1,scumandvillainy,33,9,6,10,0,0,4,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z133XWWY109X116WW25W94W165W155WY90X122WWW22WWW103W152Y88XWWWW235WW&sn=Random%20Squad&obs=
SirWolf#2,resistance,27,9,7,8,0,0,4,3.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z347X177WWW32W230W190WY299X125W2WW175WWWY270X133WWWY346XWWWWWW&sn=Random%20Squad&obs=
skitau#1,scumandvillainy,38,12,8,0,0,0,5,2.8,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z111XWWWWY96XY90XWWWWWWWY126XWWWWWY94XWW&sn=Random%20Squad&obs=
skitau#2,rebelalliance,27,10,6,7,0,0,4,2.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z60X21W56WY71X118W19WWW167Y47XW71WWW166WY80XWWWWW&sn=Random%20Squad&obs=
Skywatcher1138#1,scumandvillainy,30,7,5,10,1,1,3,2.6666666666666665,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z92X99W43W16WWW110W152Y127X127W47WWW108WY116X131WWWWWWW159W&sn=Random%20Squad&obs=
Skywatcher1138#2,rebelalliance,20,12,7,7,0,0,4,3.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z65XWWW138W167Y66X132WWW138WY68X51WW137WY391XW111WWWWW&sn=Random%20Squad&obs=
Sky_Paladin#1,galacticempire,24,8,9,8,1,8,4,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z163X123W113W135W311W164WY394X74WWY190XW100WW76WY162XWWWWW&sn=Random%20Squad&obs=
Sky_Paladin#2,galacticrepublic,31,11,9,5,1,1,5,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321XWY341XW59WW241W108Y275X212WWWY316X123WWY361XWWWWW&sn=Random%20Squad&obs=
Slenkhar#1,rebelalliance,18,8,7,7,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z39X256W102W86WWW157WY51X117WW311Y56XWW106&sn=Random%20Squad&obs=
Slenkhar#2,scumandvillainy,21,10,8,7,0,0,4,4.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z158XWW91WY131X132W136W101W4W94W166Y97XWY156XWWW&sn=Random%20Squad&obs=
Smikies#1,firstorder,30,10,4,7,0,0,3,2.3333333333333335,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z288X185W206WWW54WWWY288X318WW53W37WW11WWY285XWWWWW&sn=Random%20Squad&obs=
Smikies#2,scumandvillainy,26,10,8,8,1,1,4,3.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z85XW137WWW5WWW108Y122XWW91WW105Y83XWWW13WW93WW151Y95XWW&sn=Random%20Squad&obs=
SmittleJones#1,scumandvillainy,25,8,7,7,0,0,4,3.25,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z113XWW70W93WW166W156Y90XW311W54WW76WWWY94XWWY141XWWWW&sn=Random%20Squad&obs=
SmittleJones#2,galacticempire,30,7,4,4,1,2,3,4.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z193XWWW102W88WWWY396XWWWWWWWWY173XW240W100W&sn=Random%20Squad&obs=
soontirfel_aceoflegend#1,galacticempire,27,10,7,6,0,0,4,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z207X131WWW97W82WWWY162X116WW136WWWY167X114WWWWWY212XWWW&sn=Random%20Squad&obs=
soontirfel_aceoflegend#2,galacticrepublic,24,9,7,9,0,0,4,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z338X118W136WWW213WY317X122W100W106Y323X112W226WY323XW241W&sn=Random%20Squad&obs=
Sorensen#1,galacticrepublic,23,9,8,9,2,6,4,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z278X203W5W201W106Y321XWY360X129W138WWWW70WY276X73W226WW&sn=Random%20Squad&obs=
Sorensen#2,separatistalliance,25,11,9,13,1,1,5,2.6,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z327X135W101W316W165W237Y343X98W208WY335X256WWWWW70W236WW223Y343X100W208WY310XWW&sn=Random%20Squad&obs=
sotoslammer#1,scumandvillainy,22,10,10,7,0,0,4,3.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z105XW13W101W36W317W93WWY132X118WWY96XY101X121W&sn=Random%20Squad&obs=
sotoslammer#2,resistance,32,10,6,7,0,0,4,1.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z255XW247W175WWWY294X240WWWWWWWY346XW11W136W188WW6WY380XWWWWW&sn=Random%20Squad&obs=
SpaceCakePorg#1,firstorder,28,10,8,4,0,0,4,4.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z267X118W206W166Y251XWWW54WWWWY243XWWWWWY242XWWWWW&sn=Random%20Squad&obs=
SpaceCakePorg#2,galacticempire,28,9,8,5,0,0,4,3.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z174X132WW99W164Y203XW135WW238WWWWY207XWWWWWWWY166XWWWWW&sn=Random%20Squad&obs=
Spinner#1,rebelalliance,22,10,9,4,0,0,4,4.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z55X122W102WY21XWWW2WY36XWWWWW140Y54XWW&sn=Random%20Squad&obs=
Spinner#2,galacticempire,21,9,9,6,1,8,4,3.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z394X250WW102Y161X129WW234W101WWY188XWWWW76WY202XWW&sn=Random%20Squad&obs=
Spoon11fas#1,firstorder,25,8,5,12,1,3,3,3.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z288XW177WW179W180WWW164Y243X181W178W99WW240W249Y285X116W186W102WWW&sn=Random%20Squad&obs=
Spoon11fas#2,rebelalliance,22,10,9,7,0,0,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z24XW134W5W105Y14XW249Y73XW112WW232WWW313Y48XWWWWW&sn=Random%20Squad&obs=
Squishee#1,rebelalliance,28,9,7,7,1,2,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z48XWWW166W165WY18X136WW238WWWWWY52XWWY80X115W135WW88WW&sn=Random%20Squad&obs=
Squishee#2,scumandvillainy,25,11,11,6,0,0,5,2.2,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z303X109Y106XW232WWW317W91W247WY95X122WWY96XY112XWWWWWW&sn=Random%20Squad&obs=
Sqwick#1,rebelalliance,21,6,2,14,0,0,2,3.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z61X125W111W136W137W59W58W165W86W148Y49X70W32W164W107W156&sn=Random%20Squad&obs=
Sqwick#2,galacticempire,36,11,8,2,0,0,5,3.4,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z187XWWWW82WY208XWWWWWWY207XWWWWWWWY192XW135WWWWWWY165XWWWWW&sn=Random%20Squad&obs=
Stan Reecy#1,resistance,28,9,6,7,0,0,4,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z349X126WWWY351XWWW234W244WWWY250XW177W188WWW71WW236Y348XWW&sn=Random%20Squad&obs=
Stan Reecy#2,rebelalliance,23,9,5,8,1,7,3,2.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z72X116W40WWW167Y58X120W37W52WY40X102W76WWW&sn=Random%20Squad&obs=
Start Shouting#1,rebelalliance,27,9,3,6,0,0,3,2.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z18X134WW238W90WWWWY64XWW138W18WWWWY66XW32WWW&sn=Random%20Squad&obs=
Start Shouting#2,galacticempire,24,7,6,9,0,0,3,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z172XW240W98Y216X234W50W33WWW70W109W147Y394XWW102&sn=Random%20Squad&obs=
