listid,faction,totalhealth,totalmainattack,totalagility,totalupgradecount,totaluselesscount,totaluselesscost,shipcount,avginitiative,yasb
Dankoo719#2,galacticrepublic,18,8,10,9,0,0,4,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z321XW109Y322X132WW214W134Y313X72W241W200WY278X72W6WW&sn=Random%20Squad&obs=
DanMcCarthy326#1,galacticrepublic,20,8,5,8,0,0,3,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z280X136W59WWW106Y313XWW201W109Y323X113W241W136&sn=Random%20Squad&obs=
DanMcCarthy326#2,firstorder,15,8,9,9,0,0,3,3.3333333333333335,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z284X319W177W234W311Y266X119W206W247Y286XW136W98&sn=Random%20Squad&obs=
Darth Natcho#1,firstorder,26,10,9,9,0,0,4,2.75,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z288X318W185W30WW194W11W240WY235X181W206WY397XWW101WWWY268XW&sn=Random%20Squad&obs=
Darth Natcho#2,separatistalliance,23,11,9,5,0,0,4,3.5,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z354X132W133Y272XWW136WWW221WW216WY354XWY324XWWWW&sn=Random%20Squad&obs=
DavinFelth#1,galacticempire,25,9,8,10,1,1,4,4.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z181X115W164W165Y187XW138W99W101W86W236Y191XWWWWW69WWY207X119WWWWWWW&sn=Random%20Squad&obs=
DavinFelth#2,scumandvillainy,33,14,11,7,0,0,6,2.3333333333333335,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z145XW138WW88W69W71WW149WW6Y304XY158XWWW247Y130XWWWWWY158XWWWY96X&sn=Random%20Squad&obs=
dbldown11#1,galacticempire,24,7,6,9,1,0,3,4.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z191X113W135WWWWW317W165Y162XW240WW102WW144WY197XW112W12W&sn=Random%20Squad&obs=
dbldown11#2,separatistalliance,28,9,4,8,0,0,3,2.3333333333333335,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z336X232WW59WW317WWWY334XWW234WWWW164W216WY308X223WW229&sn=Random%20Squad&obs=
DeDeKale#1,galacticrepublic,24,9,7,5,0,0,4,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z318XW101W105Y314X199WW201WY365XWWWW233WWY322XWWW&sn=Random%20Squad&obs=
DeDeKale#2,rebelalliance,23,10,9,7,1,8,4,2.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z390X131W240W18W59WW140Y16XY51XWWY75XW112WWW136WW&sn=Random%20Squad&obs=
Deering#1,resistance,23,8,9,13,0,0,4,4.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z380X100W195WWW249W315Y387X116W115WW178Y377X119WW2WWW165WY378X119W102W197WWWW&sn=Random%20Squad&obs=
Deering#2,galacticempire,31,10,6,4,1,2,4,2.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z210XWW71W105Y206XWWW88WWWY215XWWWWW90WWWY190XWWWW&sn=Random%20Squad&obs=
defkhan1#1,galacticempire,24,9,9,5,1,2,4,4.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z207XWWW97WW70WWY166X113W11WWW110WY224XWY173XWWW&sn=Random%20Squad&obs=
defkhan1#2,scumandvillainy,30,11,7,5,0,0,4,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z127XWWWWWY121XWWWWW166Y146XWWW71W70WWY158X125W100WW&sn=Random%20Squad&obs=
Denicol#1,separatistalliance,28,13,10,2,0,0,5,3.0,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z306XWW164WY354XW131Y336XWWWWWWWY309XWWY327XWWWW&sn=Random%20Squad&obs=
Denicol#2,galacticempire,26,9,7,8,1,1,4,3.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z188X127WW101WWWY165XWW37W26W108W162Y189XWW97WWWY203XWW102WWWWW&sn=Random%20Squad&obs=
Des Darklighter#1,galacticempire,31,9,3,7,1,3,3,3.6666666666666665,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z165XW11W15W26W165WY396X133WWWWWW71W249WY212XWWW&sn=Random%20Squad&obs=
Des Darklighter#2,galacticrepublic,27,9,7,7,1,7,4,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z342XWWW86WW165Y365X123WW234WWWW108Y321XWY275X212WW200W&sn=Random%20Squad&obs=
Desco34_NES#1,galacticrepublic,24,9,7,10,0,0,4,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z320X127W99W164Y313XW6W201WY364X118W137W135WW6WW247Y318XWW&sn=Random%20Squad&obs=
Desco34_NES#2,firstorder,22,9,7,11,2,4,3,3.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z289X202W177W194W183W53W11W114W108Y264X118WW249Y287XW186WW&sn=Random%20Squad&obs=
designflaw#1,resistance,23,7,4,13,1,1,3,3.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z295XW246W242W90WWWY349X131W186W245W108Y351XW177W232W135W231W243W312W&sn=Random%20Squad&obs=
designflaw#2,rebelalliance,29,10,4,5,3,4,3,1.3333333333333333,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z72XW17WW2WY64X134WWWWW236W88WY41XWWWWW&sn=Random%20Squad&obs=
dfoglein00#1,firstorder,30,11,5,1,0,0,3,3.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z282XWWWWWWW110Y238XWWWWWWWY237XWWW&sn=Random%20Squad&obs=
dfoglein00#2,galacticempire,30,9,3,8,2,4,3,2.6666666666666665,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z216XWW53W49W88W316W164W147Y199X122W113WWY186XWW&sn=Random%20Squad&obs=
direweasel#1,rebelalliance,19,7,5,14,1,3,3,2.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z0X93W136W2W249W142Y18X135W100W311W77WW70W316WY55X130W99W166&sn=Random%20Squad&obs=
direweasel#2,scumandvillainy,28,11,10,5,2,1,5,3.2,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z89XW100W39WWWW236W152Y142XW66WWWY102XY158XWWWY398XWWW&sn=Random%20Squad&obs=
Dneye#1,scumandvillainy,26,8,6,3,0,0,3,4.333333333333333,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z105XW10W98W63WWWWY147XWWWWY90XWWWWWWW&sn=Random%20Squad&obs=
Dneye#2,resistance,33,10,6,3,0,0,4,3.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z351XWWW234WWWWY254XWW175WWWY293XWWWWW69WWY378XWWWWWW&sn=Random%20Squad&obs=
Dom#1,firstorder,28,11,5,6,0,0,3,2.3333333333333335,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z281XWW180WWW11W113WY288XWWWWWW114W166Y383X181WWW&sn=Random%20Squad&obs=
Dom#2,galacticrepublic,29,11,9,3,0,0,5,3.4,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z332X115WWW135Y316XWWY339XWWWW103Y317XWWY321XW&sn=Random%20Squad&obs=
donfonni#1,firstorder,22,9,7,6,0,0,3,3.3333333333333335,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z238X186W177WW184WWW111WY287X133WWW101Y264XWW&sn=Random%20Squad&obs=
donfonni#2,galacticrepublic,26,9,7,6,0,0,4,3.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z323X113WWY274X74W213W200WY342XWW254W89WWY362XWWWWWW&sn=Random%20Squad&obs=
Doratakus#1,firstorder,28,10,8,4,0,0,4,3.75,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z262XWW109Y289XWWW180WWWWY285X133WWW182WWY397XWWWWW&sn=Random%20Squad&obs=
Doratakus#2,scumandvillainy,25,12,10,7,2,3,5,2.4,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102X134Y130XW136WW1W95W110Y157XWWW105Y159XWW108Y93XWW&sn=Random%20Squad&obs=
Dough#1,firstorder,16,8,8,9,0,0,3,3.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z386X186W136W99Y382X132W186W311WY385X132WWW86W240W&sn=Random%20Squad&obs=
Dough#2,resistance,24,8,8,14,1,6,4,3.75,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z270X116WW311W198Y377X132WW190WWW215WY351X119W198WW135WW245W197WY380X311W5WWWW315&sn=Random%20Squad&obs=
DR4C0#1,galacticempire,29,10,6,8,1,0,4,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z204X122W135WW101WW68W69WY184X132WWWY186X27WWY161XWWWWW144W&sn=Random%20Squad&obs=
DR4C0#2,separatistalliance,29,14,13,6,0,0,6,2.1666666666666665,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z307XWW229Y329X240WW98WW237Y329X240WWWWY356X127WY327XWWWWY343XWW&sn=Random%20Squad&obs=
Dragoon#1,separatistalliance,24,11,8,7,1,6,4,2.5,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z305X228W239WW229Y353X126Y336X232W136WW218WWWWY310XWW&sn=Random%20Squad&obs=
Dragoon#2,scumandvillainy,23,10,8,2,0,0,4,4.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z141XW45WWWY97XW234Y129XWWWWWY113XWWWWWW&sn=Random%20Squad&obs=
drJamaha#1,galacticempire,21,8,9,14,1,3,4,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z205X128W135WW100W82W68W317W249Y207X126W134WWWWW317WY228X105Y206XW238WWW71WW105&sn=Random%20Squad&obs=
drJamaha#2,separatistalliance,21,12,10,8,0,0,5,2.4,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z307X239WWY279X224WW109Y305XWW166WY325X240W235WWW237Y311XW208W&sn=Random%20Squad&obs=
dsul413#1,firstorder,21,9,10,6,1,1,4,4.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z384XW318W102WY233XW177W108Y285XWWWW114W165Y397XWWWWW&sn=Random%20Squad&obs=
dsul413#2,separatistalliance,23,11,7,8,0,0,4,2.25,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z337X209W208W109Y306XW223WWY335XW12W234WWWW109WWY308XW166W&sn=Random%20Squad&obs=
Dudeseph_____#1,scumandvillainy,27,10,8,5,0,0,4,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z140XW178W37W71W94WY81XWWWWWWW151Y109XWWWWWY230XWWWWW&sn=Random%20Squad&obs=
Dudeseph_____#2,galacticrepublic,27,9,6,7,3,4,4,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z317XWW108Y333X116W112WWY280X136WW86WW249Y360XWW234WWWW&sn=Random%20Squad&obs=
Duff_N_Stuff#1,rebelalliance,28,9,7,4,1,2,4,3.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z28X131WWWWWW88Y21XW112WWWY71XWWWW167Y18XWWWWWWW&sn=Random%20Squad&obs=
Duff_N_Stuff#2,resistance,20,7,5,17,0,0,3,4.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z351X126W178W10WW191WW205W247Y378X127W102WWW106W108W315Y256X117W197W109W175WW171W13&sn=Unsaved%20Squadron&obs=
duhtch#1,scumandvillainy,28,12,11,4,1,1,5,3.4,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z113XWW68WWW236WY83XW240WWWWWW151Y140XWWWWWY121XWWWWWY96X&sn=Random%20Squad&obs=
duhtch#2,galacticrepublic,22,8,5,9,0,0,3,3.6666666666666665,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z313X212W2WW105Y341X234W54W89W226WY338XW134WWW214W&sn=Random%20Squad&obs=
Duke of Hobbies#1,rebelalliance,20,8,8,9,0,0,4,3.25,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z17X136W98W100W77W18WW316W247Y15X165Y54XW311WY56XWW&sn=Random%20Squad&obs=
Duke of Hobbies#2,galacticrepublic,22,9,8,5,0,0,4,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z322X116WW2WY332XW111W2WY341XWWWW247Y275XWWW&sn=Random%20Squad&obs=
Dundenman#1,galacticrepublic,26,9,7,8,0,0,4,2.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z361X138W234W86WWW106Y331XW112W226W136Y277XWWWY341XW53WWW&sn=Random%20Squad&obs=
Dundenman#2,separatistalliance,23,13,12,3,0,0,5,3.2,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z326XWW71WW237Y357XWY307XW166WY356XWY329XWWWW&sn=Random%20Squad&obs=
DurAlvar#1,galacticempire,26,9,8,8,2,10,4,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z167X113W10W26WW164WY190XW97WWWY170XWWY207XW135WWW76WWW109&sn=Random%20Squad&obs=
DurAlvar#2,firstorder,18,9,11,8,0,0,4,3.25,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z266XWWY259X206W99W182W114W109Y382X117WW311WY269X177W&sn=Random%20Squad&obs=
eagleblackbelt1#1,rebelalliance,22,8,5,9,0,0,3,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z47X131W70WWW165W156Y36X96W240WW56WW140Y59XW17WW&sn=Random%20Squad&obs=
eagleblackbelt1#2,scumandvillainy,23,8,6,9,1,3,3,3.6666666666666665,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z152X124W10W311W16WW83W95WW150Y141XWWWWY147XWWWW163W249&sn=Random%20Squad&obs=
Earthworm#1,rebelalliance,30,8,5,6,0,0,3,1.3333333333333333,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z16XY45X98WW54W58WW164W154Y45X99WWWWWW&sn=Random%20Squad&obs=
Earthworm#2,galacticempire,24,10,8,3,0,0,4,4.25,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z223XW164Y184XW33WWY192XW135WWWWWWY179XWW&sn=Random%20Squad&obs=
Ellen#1,scumandvillainy,25,11,10,6,0,0,5,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z102XY85XW138WW83WWWW105Y156XWWWY142X206WW317WW105Y158XWWW&sn=Random%20Squad&obs=
Ellen#2,separatistalliance,22,13,11,4,0,0,5,3.6,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z305X132WWWY325X111W70W69WWY358XWY306XWWWY343XWW&sn=Random%20Squad&obs=
enigmahfc#1,scumandvillainy,30,9,8,3,0,0,4,3.5,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z83XWWWWWWWY247XWY89XWW32W43WWWWY88XWWWW71WW&sn=Random%20Squad&obs=
enigmahfc#2,rebelalliance,20,8,6,8,2,10,3,2.6666666666666665,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z40X102W90WW157W94Y56X256W99W165Y48XWWW249WW&sn=Random%20Squad&obs=
Epyonic#1,resistance,27,9,6,11,2,3,4,3.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z245X133WWW30W88WWW193Y351X119W186W10WW230WW190WY348XW231W236Y345XWWW&sn=Random%20Squad&obs=
Epyonic#2,galacticempire,19,10,9,8,1,1,4,3.5,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z204X133WW98WWW67WWY180XW249W108Y395XWWWY203XW136WW311WWWW106&sn=Random%20Squad&obs=
Eruletho#1,galacticempire,29,7,4,12,2,8,3,2.3333333333333335,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z216X234WW27WW76W71W109W147Y164XWW100W105W144WY207X131WW311WW76WWW&sn=Random%20Squad&obs=
Eruletho#2,galacticrepublic,23,9,7,6,1,2,4,3.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z331X116W111W241W234Y339XWW88WW247Y322XWWWY316XWW&sn=Random%20Squad&obs=
ESA_JT_OPEN#1,resistance,29,10,9,8,0,0,5,2.8,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z345X115WW32WY350X126W198WW165Y347XWW134W192W246WWY377XWWWWWWY379XWWWWW&sn=Random%20Squad&obs=
ESA_JT_OPEN#2,rebelalliance,24,11,8,5,0,0,4,2.5,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z23XWWW4WY8XW134WWW142Y59XW19W32WY57XW&sn=Random%20Squad&obs=
Ethan421#1,galacticempire,29,8,5,2,0,0,3,4.333333333333333,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z214XWW15WWWW316WWY196XWWWY207XWWWWWWW&sn=Random%20Squad&obs=
Ethan421#2,resistance,30,10,7,7,0,0,4,2.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346XW12WWWWW247Y271XWWW206Y294XWWW174WWW71W166Y257XWWW175WWW&sn=Random%20Squad&obs=
EvanPaul#1,firstorder,22,10,7,6,1,1,3,3.3333333333333335,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z383XW202WW109Y283XW202WW102Y289XWWW179WWWW108&sn=Random%20Squad&obs=
EvanPaul#2,separatistalliance,22,11,9,10,2,7,4,3.25,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z344X127WW164W229Y354X123W126Y344X127W222WWY328X114WW108W237&sn=Random%20Squad&obs=
Evcameron#1,firstorder,24,9,6,9,0,0,3,2.6666666666666665,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z385X181W186W98W86W114W108Y283X119WW234WY281X318WWWWWWW&sn=Random%20Squad&obs=
Evcameron#2,galacticrepublic,23,9,8,7,0,0,4,3.5,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z341X134W32W227WW166Y314X74W5W200WY316XWWY320XWW&sn=Random%20Squad&obs=
ExAce#1,firstorder,13,9,9,7,1,1,3,5.0,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z382X118W177WW236Y383X118W206WWY381XWW99W165&sn=Random%20Squad&obs=
ExAce#2,galacticempire,41,8,1,3,0,0,3,3.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z215XWWWWWWWWY192XWWW98WWWW108Y216XWWWWWWW147&sn=Random%20Squad&obs=
FanKiyoshi#1,firstorder,22,10,7,5,0,0,3,3.3333333333333335,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z289XW206W30W183WWWWY383XW186WW109Y283XWWW&sn=Random%20Squad&obs=
FanKiyoshi#2,resistance,31,10,6,7,0,0,4,2.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z293X114WW53WW187WWWY346XWWW54WW190W106Y257XWWW175WWWY349XWWW&sn=Random%20Squad&obs=
Farreg#1,rebelalliance,25,9,5,13,1,3,3,1.3333333333333333,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z1XWW249W142Y0X92W134W0W166W142Y45XW76W35W19W107W166W154&sn=Random%20Squad&obs=
Farreg#2,galacticrepublic,16,8,11,6,0,0,4,4.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z333X131W240W214WY277X250WWW247Y312XWWWY277X74WWW&sn=Random%20Squad&obs=
Fez#1,resistance,27,11,11,4,0,0,5,3.8,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z239XWW100W206Y377X118WWWWWWY380XWWWWWY299XWWW175WWWY350XWWW&sn=Random%20Squad&obs=
Fez#2,galacticrepublic,25,9,8,5,0,0,4,3.25,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z313X74W214W200WY274XWWWY361XW135WW4WWY339XWWWW&sn=Random%20Squad&obs=
fivepoingOMG#1,resistance,29,9,7,9,2,13,4,2.25,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z295X98WWW189WW109W193Y378XW311W6WWW109W315Y379XWW94WWWY380XWWWWW&sn=Random%20Squad&obs=
fivepoingOMG#2,galacticrepublic,22,8,8,6,0,0,4,4.0,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z319X98W106Y318X126W311WY273X251WWWY366XWWWW226WW&sn=Random%20Squad&obs=
flyersfors21#1,galacticrepublic,22,8,8,6,0,0,4,2.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z322X126W240W252W135Y330XWW234Y362XWWWWWWY314XW214WW&sn=Random%20Squad&obs=
flyersfors21#2,separatistalliance,28,12,9,9,0,0,5,2.6,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z335X124W232WWW37W317WWWY344XW223WW229Y325X240WWW106WY343XW208WY310XWW&sn=Random%20Squad&obs=
FlyingKiwi#1,scumandvillainy,32,9,7,6,0,0,4,3.0,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z89X131W311WWWW95WW152Y400X134WW43WWWWY110XWWWWWY248XW&sn=Random%20Squad&obs=
FlyingKiwi#2,resistance,29,9,6,10,1,1,4,2.0,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z346X178W11W134W53W61WW236Y348X206W243WY378X115WWWWWW315Y295XWWWWWW&sn=Random%20Squad&obs=
FOXHOUND#1,firstorder,22,9,10,6,1,1,4,3.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z385X123WWWWW108Y285XW206WWWWY233X124W177WY286X178WW&sn=Random%20Squad&obs=
FOXHOUND#2,galacticrepublic,26,8,6,6,0,0,4,2.75,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z330XW2W136Y319XWY360XWW136W88WW235WY366XWWWW226WW&sn=Random%20Squad&obs=
Franch#1,scumandvillainy,16,7,7,9,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z112X124W42W316W95W106WW156Y147XWWW105W163WY141X186WWWW&sn=Random%20Squad&obs=
Franch#2,resistance,33,11,8,7,0,0,5,2.2,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z257XWWW175W206WW11Y349XW206WWY347XWW135WW59WW109Y379XWWWWWY346XWWWWWW&sn=Random%20Squad&obs=
Frosticle#1,rebelalliance,22,11,12,7,1,3,5,2.4,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z67X72WW164W138W167Y15XY72XW41WW4WY52XWW99Y48XWWWWW&sn=Random%20Squad&obs=
Frosticle#2,firstorder,22,10,10,2,0,0,4,3.75,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z386XWW102Y285XWW101WWWY383XWWWY243XWWWWW&sn=Random%20Squad&obs=
funwok#1,resistance,30,10,7,3,0,0,4,2.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z301X124W101WY246XWWWWWWWY345XW206WWY295XWWWWWW&sn=Random%20Squad&obs=
funwok#2,rebelalliance,22,9,8,7,1,14,4,2.75,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z49XWW107WW156Y80X126W134W18W84WW106Y54XWWY53XW&sn=Random%20Squad&obs=
Furious George#1,separatistalliance,25,10,7,9,0,0,4,2.0,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z336X10W136WW54WWW216WY324X134W100WWWY337XWW106Y305XW223WW229&sn=Random%20Squad&obs=
Furious George#2,rebelalliance,24,8,2,6,0,0,2,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z61XWWWWW52W110W87W148Y41XWW53WW157W&sn=Random%20Squad&obs=
Gabriel Dennis#1,galacticempire,29,10,7,6,0,0,4,2.0,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z213X82W316WY190X138W97WWW165Y396XWWWWWW317WWY229X&sn=Random%20Squad&obs=
Gabriel Dennis#2,galacticrepublic,22,8,5,6,0,0,3,3.6666666666666665,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z280X234W32W89W2W109Y341XWWWWY273XWWW105&sn=Random%20Squad&obs=
gadwag#1,separatistalliance,25,10,7,7,0,0,4,2.5,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z272XW232W234W218WWWW216WY324X234WW70WWY307XW207WY327XWWWW&sn=Random%20Squad&obs=
gadwag#2,rebelalliance,29,10,7,5,0,0,4,3.0,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z62X203W240W234WWW17WWW148Y16XY13XWY17XWWWWWWW&sn=Random%20Squad&obs=
Gamblertuba#1,separatistalliance,22,13,11,5,1,7,5,3.6,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z306XWWWY305XWWW229Y311XW208WY309X102W208WY358X124W&sn=Random%20Squad&obs=
Gamblertuba#2,rebelalliance,26,9,3,12,0,0,3,3.3333333333333335,https://raithos.github.io/?f=Rebel%20Alliance&d=v8ZsZ200Z75XW113W13W12WW106W313Y62XW111WW137W21W314WW86W148Y55X132WW&sn=Random%20Squad&obs=
Garran_Crowe#1,scumandvillainy,24,11,10,6,0,0,5,2.2,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z159X99WWY130XW136W98W8WW247Y112XWW69WWWWY304XY157XWWW&sn=Random%20Squad&obs=
Garran_Crowe#2,separatistalliance,26,10,6,5,0,0,4,2.25,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z343XWWY334XWW136W217WWW110WW239Y336XWWWW316WWWY279XWW&sn=Random%20Squad&obs=
Garrett#1,galacticempire,33,9,6,7,1,3,4,2.75,https://raithos.github.io/?f=Galactic%20Empire&d=v8ZsZ200Z187XW138WW100W90WY190X137WW99WW106Y216XWWWWWW249WY162XWWWWW&sn=Random%20Squad&obs=
Garrett#2,resistance,24,8,7,18,3,2,4,3.5,https://raithos.github.io/?f=Resistance&d=v8ZsZ200Z377X125W100W2W93W236WW315Y378X133WW205W92WW215WY345XWW53W236Y352X206W232W134WW53W196W105&sn=Random%20Squad&obs=
Garrett J#1,firstorder,22,8,6,9,2,1,3,3.3333333333333335,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z238X185W318W37W32WW12W114WY243XWWW76W113W236Y235XWW&sn=Random%20Squad&obs=
Garrett J#2,scumandvillainy,27,12,11,4,1,1,5,2.8,https://raithos.github.io/?f=Scum%20and%20Villainy&d=v8ZsZ200Z249XWY87XWWWWW68WW108Y120XWWW93WWY150XWWWW163WY95XWW&sn=Random%20Squad&obs=
geedogjones#1,galacticrepublic,21,6,4,12,0,0,3,4.666666666666667,https://raithos.github.io/?f=Galactic%20Republic&d=v8ZsZ200Z360X127W137W234W86W2W316W215Y316X118W311WY359X250W138WWW214WW&sn=Random%20Squad&obs=
geedogjones#2,separatistalliance,23,12,11,4,0,0,5,3.0,https://raithos.github.io/?f=Separatist%20Alliance&d=v8ZsZ200Z306X124WW207WY328XW223W164WY311XWWY358XWY329XWWWW&sn=Random%20Squad&obs=
GlaDos#1,firstorder,24,11,10,8,0,0,4,2.5,https://raithos.github.io/?f=First%20Order&d=v8ZsZ200Z263X181WWY288X186WWW183W30W13W114WY261X206WY384XWW102W&sn=Random%20Squad&obs=
